k.Name,Description,d.Rate,foo0,foo1,foo2,foo3,foo4,foo5,foo6,foo7
shield_74,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_75,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_76,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_77,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_78,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_79,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_80,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_81,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_82,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_83,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_84,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_85,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_86,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_87,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_88,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_89,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_90,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_91,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_92,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_93,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_94,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_95,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_96,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_97,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_98,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_99,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_100,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_101,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_102,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_103,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_104,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_105,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_106,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_107,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_108,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_109,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_110,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_111,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_112,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_113,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_114,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_115,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_116,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_117,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_118,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_119,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_120,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_121,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_122,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_123,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_124,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_125,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_126,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_127,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_128,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_129,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_130,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_131,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_132,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_133,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_134,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_135,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_136,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_137,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_138,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_139,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_140,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_141,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_142,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_143,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_144,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_145,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_146,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_147,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_148,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_149,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_150,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_151,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_152,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_153,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_154,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_155,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_156,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_157,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_158,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_159,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_160,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_161,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_162,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_163,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_164,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_165,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_166,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_167,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_168,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_169,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_170,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_171,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_172,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_173,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_174,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_175,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_176,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_177,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_178,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_179,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_180,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_181,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_182,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_183,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_184,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_185,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_186,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_187,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_188,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_189,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_190,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_191,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_192,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_193,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_194,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_195,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_196,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_197,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_198,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_199,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_200,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_201,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_202,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_203,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_204,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_205,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_206,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_207,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_208,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_209,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_210,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_211,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_212,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_213,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_214,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_215,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_216,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_217,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_218,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_219,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_220,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_221,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_222,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_223,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_224,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_225,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_226,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_227,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_228,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_229,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_230,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_231,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_232,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_233,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_234,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_235,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_236,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_237,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_238,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_239,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_240,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_241,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_242,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_243,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_244,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_245,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_246,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_247,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_248,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_249,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_250,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_251,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_252,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_253,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_254,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_255,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_256,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_257,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_258,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_259,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_260,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_261,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_262,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_263,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_264,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_265,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_266,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_267,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_268,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_269,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_270,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
shield_271,my shield of amazeballs,0.7,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
